['2015-09-05T16:48:00', 'æøå', '""@AK47_PK: @AlArabiya_Eng: Ten #Saudi soldiers killed near #Yemeni border http://t.co/2FQdsY6xER/s/hnLF http://t.co/AOvplApWP2/s/7rRR""";;;;;\r']
['2015-09-05T19:02:00', 'æøå', "@jtmharreh That's an untold story. A painful reality;;;;;\r"]
['2015-09-05T19:10:00', 'æøå', '""@BintRosie34 Our Prophet']
['2015-09-05T19:15:00', 'æøå', '""@BintRosie34 forgot to put this """""""" in my tweets. Lol..""";;;;;\r']
['2015-09-05T19:19:00', 'æøå', '@BintRosie34 IS was mentioned about Jizya after they conquered Mosul and IS was told them who want to stay under the caliphate must give it;;;;;\r']
['2015-09-05T19:23:00', 'æøå', '@BintRosie34 Yeah madkhalis also against this all out. This is Caliphate upon Prophet methodology not upon obama methodology lol..;;;;;\r']
['2015-09-05T19:25:00', 'æøå', '@BintRosie34 it would be on main page of report or papers if IS save nuns from safavids or nusayris. Lol;;;;;\r']
['2015-09-05T20:40:00', 'æøå', '""@BintRosie34 because they don\'t want to accept the sharia because they know they can\'t spread their stupid religion']
['2015-09-05T20:43:00', 'æøå', '@BintRosie34 they were discovered and learnt that IS would be destroy all the crosses in IS area and change a church in to a dawah hall (2);;;;;\r']
['2015-09-05T21:02:00', 'æøå', '""Institution of the cubs of the Caliphate in wilayat #Alkhayr #DeirEzzor";;;;;\r']
['2015-09-05T21:03:00', 'æøå', '@Jazrawi_Ouud This is a critic from Abu Abdullah As Shami?;;;;;\r']
['2015-09-05T21:09:00', 'æøå', '""@striv3ric I think he """"abu abdullah shami"""" who made mubahala wit Sh Adnani. Since Allāh was invoked HIS curse upon them']
['2015-09-06T20:41:00', 'æøå', '""A beautiful scenery can be seen on this picture. One of the bridges in #Mosul. City of Caliphate #IslamicState http://t.co/ddxeoxATxm""";;;;;\r']
['2015-09-06T20:57:00', 'æøå', '""Humanity only belong to kuffar. It\'s humanity if kuffar carried out a genocides on Muslims. ";;;;;\r']
['2015-09-06T20:58:00', 'æøå', '""RT @RamiAlLolah: #Drones footage taken prior an #ISIS massive VBIED attack on an #Iraq|i army barrack.. http://t.co/Yc1Q1c081T""";;;;;\r']
['2015-09-06T22:15:00', 'æøå', '""RT @sakirkhader: Shocking footage apparently shows the bodies of several tied and tortured #IS|#ISIS prisoners in a #Iraq|i jail. &gt";" http://…""";;;;\r']
['2015-09-07T16:25:00', 'æøå', '""Liwa Thuwwar Syria going to begin a battle in AlLajat against #IslamicState";;;;;\r']
['2015-09-07T16:43:00', 'æøå', '@Jazrawi_Ouud I thought this was the beginning of their suffering in the facing of death @zaheralali00;;;;;\r']
['2015-09-07T18:00:00', 'æøå', '@_mafalde_ Jazakallahu akh;;;;;\r']
['2015-09-07T18:03:00', 'æøå', '""RT @The_Joker_DC: Came to the wrong Manor ";;;;;\r']
['2015-09-08T08:03:00', 'æøå', '""RT @RamiAlLolah: Happens only in the pathetic Western media: the Terrorist Dogs transform into Rebels! #Turkey #PKK #TwitterKurds https://t…""";;;;;\r']
['2015-09-08T08:04:00', 'æøå', '""RT @RamiAlLolah: #Washington\'s tail";" the head of #HDP threatens #Ankara he will turn #Turkey into another #Syria.. #PKK #TwitterKurds https…""";;;;\r']
['2015-09-08T22:46:00', 'æøå', 'RT @MuslimPrisoners: Mainstream media reporting that @anjemchoudary has 10 bail conditions http://t.co/zFfUWyCG11;;;;;\r']
['2015-09-08T22:51:00', 'æøå', '""thx God']
['2015-09-09T06:32:00', 'æøå', '""Sh Abu Mus\'ab Az Zarqawi Rahimahullāh while he\'s a leader of Tandhim Tawheed wal Jihad beheading an american. Enjoy";;;;;\r']
['2015-09-09T06:47:00', 'æøå', '""Martyrdom operation by Akhi Abu Turab Al Jazrawi in Wilayat #SalahEdDeen. May Allāh accept and high his rank. http://t.co/dxM7yiJ9rE""";;;;;\r']
['2015-09-09T06:47:00', 'æøå', '""@YazeedDhardaa25 watch video";;;;;\r']
['2015-09-09T13:04:00', 'æøå', '@FujioMaiko listen carefully to the 1st nasheed in this vid Remember the series of IS vid featuring Sh Umar in DEZ Nawafid Min Ard AlMalahem;;;;;\r']
['2015-09-09T13:12:00', 'æøå', "@FujioMaiko It's makes me remember Abu Shuaib Al Libi and Abu Ayyub Al Libi.;;;;;\r"]
['2015-09-09T13:33:00', 'æøå', '""Two martyrdom operations conducted in vicinity of #DeirEzzor Airport following with the massive attacks by the fighters of #IslamicState""";;;;;\r']
['2015-09-09T13:40:00', 'æøå', '@FujioMaiko yeah. Gazwat of Al Khayr before the Jan13. Then they came back to Aleppo.;;;;;\r']
['2015-09-09T13:49:00', 'æøå', '@FujioMaiko akhi give me a link of nasheed that featuring in Return of gold dinar.;;;;;\r']
['2015-09-09T13:55:00', 'æøå', '@FujioMaiko YT link?;;;;;\r']
['2015-09-09T18:04:00', 'æøå', '@IsabatuBaghdadi Jazakallahu akhi @FujioMaiko @TruthFulFamily2;;;;;\r']
['2015-09-09T18:05:00', 'æøå', '@FujioMaiko I know you can search it for me ya akhi abu nasheed;;;;;\r']
['2015-09-09T18:05:00', 'æøå', '@FujioMaiko Jazakallahu akhi;;;;;\r']
['2015-09-09T18:30:00', 'æøå', "@jtmharreh a lion that thirsting a safavid's bloods with his silencer.;;;;;\r"]
['2015-09-09T18:42:00', 'æøå', 'It was a year after the released of Saleel As Sawarim 4.. I hope the 5th version will coming soon.;;;;;\r']
['2015-09-09T18:56:00', 'æøå', '""RT @RamiAlLolah: #Facebook page of Ole Johan Ofstad from #Norway who #ISIS demands a ransom for his release: https://t.co/ujK4onj5Td http:/…""";;;;;\r']
['2015-09-09T18:56:00', 'æøå', '""RT @RamiAlLolah: #ISIS offering a prisoner from #Norway for sale: Ole JohanGrimsgaard-Ofstad.. http://t.co/PZmsX30gRZ""";;;;;\r']
['2015-09-09T18:56:00', 'æøå', '""RT @RamiAlLolah: #ISIS #Dabiq Issue: 11 https://t.co/tGE0AUFo0q http://t.co/S5y1NbjIH3""";;;;;\r']
['2015-09-09T21:59:00', 'æøå', '""RT @__IslamReligion: Why Do Muslims Eat Halal Meat?";;;;;\r']
['2015-09-10T09:31:00', 'æøå', 'assalaam o alikum;;;;;\r']
['2015-09-10T19:52:00', 'æøå', 'pls re tweet  https://t.co/H43FeE7IiL;;;;;\r']
['2015-09-10T20:42:00', 'æøå', 'There is no good in us if the people of Shaam corrupt;;;;;\r']
